v,d,s,r,p
8,0.092,29.621,1,1.109
12,0.053,30.585,1,1.306
24,0.079,29.652,1,1.491
4,0.046,17.262,0,1.130
8,0.047,16.126,0,1.188
12,0.033,12.996,0,1.395
24,0.026,11.708,0,1.960
4,0.058,33.594,1,1.049
8,0.036,21.449,1,1.292
12,0.042,22.469,1,1.339
24,0.075,27.810,1,1.418
4,0.031,18.242,0,1.150
8,0.066,24.740,0,1.118
12,0.049,26.662,0,1.319
24,0.035,18.737,0,1.642
4,0.086,26.046,1,1.022
8,0.093,31.882,1,1.226
12,0.093,38.946,1,1.261
24,0.060,33.457,1,1.405
4,0.061,25.201,0,1.092
8,0.047,23.973,0,1.191
12,0.071,23.504,0,1.210
24,0.096,29.551,0,1.530
4,0.060,35.479,1,1.095
8,0.028,11.585,1,1.238
12,0.053,20.106,1,1.395
24,0.063,26.002,1,1.420
4,0.081,34.082,0,1.034
8,0.073,26.495,0,1.255
12,0.047,22.962,0,1.245
24,0.024,10.966,0,1.924
4,0.044,24.543,1,1.000
8,0.082,27.914,1,1.173
12,0.055,16.663,1,1.383
24,0.054,31.894,1,1.654
4,0.074,35.430,0,1.052
8,0.061,35.051,0,1.156
12,0.070,36.094,0,1.217
24,0.049,26.770,0,1.644
4,0.064,28.672,1,1.098
8,0.053,23.504,1,1.218
12,0.083,39.244,1,1.226
24,0.038,12.454,1,1.557
4,0.080,34.998,0,1.035
8,0.069,25.271,0,1.256
12,0.049,25.143,0,1.285
24,0.033,18.055,0,1.670
4,0.075,31.648,1,1.031
8,0.056,30.656,1,1.154
12,0.091,38.156,1,1.225
24,0.032,17.612,1,1.628
4,0.098,36.146,0,1.064
8,0.072,22.057,0,1.240
12,0.087,38.208,0,1.229
24,0.046,19.333,0,1.618
4,0.110,33.840,1,0.957
8,0.063,35.018,1,1.190
12,0.059,33.768,1,1.237
24,0.027,14.159,1,1.622
4,0.066,29.011,0,1.045
8,0.032,17.686,0,1.234
12,0.075,22.907,0,1.267
24,0.042,21.509,0,1.755
4,0.060,30.610,1,1.163
8,0.075,34.973,1,1.101
12,0.045,24.884,1,1.379
24,0.035,19.619,1,1.581
4,0.062,25.325,0,1.052
8,0.042,17.896,0,1.160
12,0.049,23.277,0,1.195
24,0.023,11.685,0,1.943
4,0.073,34.970,1,1.103
8,0.046,14.811,1,1.286
12,0.095,38.918,1,1.219
24,0.070,37.104,1,1.414
4,0.114,37.998,0,1.019
8,0.041,24.235,0,1.165
12,0.036,19.532,0,1.300
24,0.105,32.437,0,1.440
4,0.084,36.587,1,1.115
8,0.039,18.668,1,1.234
12,0.023,12.467,1,1.513
24,0.087,35.953,1,1.533
4,0.056,29.661,0,1.076
8,0.059,30.720,0,1.272
12,0.027,12.061,0,1.362
24,0.040,21.668,0,1.584
4,0.060,32.188,1,1.061
8,0.065,24.277,1,1.137
12,0.044,16.843,1,1.433
24,0.049,17.733,1,1.690
4,0.078,32.326,0,1.049
8,0.112,34.409,0,1.066
12,0.032,16.882,0,1.457
24,0.053,27.792,0,1.627
4,0.118,39.874,1,0.961
8,0.088,32.184,1,1.143
12,0.068,31.199,1,1.269
24,0.070,39.235,1,1.555
4,0.087,38.869,0,1.022
8,0.077,28.629,0,1.164
12,0.049,28.610,0,1.345
24,0.071,33.414,0,1.619
4,0.069,22.678,1,1.006
8,0.052,24.481,1,1.237
12,0.064,37.597,1,1.222
24,0.072,39.079,1,1.348
4,0.063,33.767,0,1.073
8,0.064,22.770,0,1.053
12,0.104,31.567,0,1.098
24,0.036,15.486,0,1.578
4,0.053,27.893,1,1.056
8,0.032,15.916,1,1.349
12,0.026,14.867,1,1.293
24,0.097,33.358,1,1.378
4,0.044,22.903,0,1.147
8,0.049,22.580,0,1.134
12,0.050,29.405,0,1.339
24,0.023,12.381,0,1.990
4,0.069,35.350,1,1.052
8,0.106,37.603,1,1.210
12,0.075,34.186,1,1.315
24,0.030,15.565,1,1.790
4,0.068,35.566,0,1.036
8,0.077,25.185,0,1.084
12,0.046,14.000,0,1.292
24,0.035,16.429,0,1.583
4,0.081,25.855,1,1.090
8,0.042,23.405,1,1.241
12,0.052,15.945,1,1.290
24,0.030,16.560,1,1.830
4,0.026,10.951,0,1.112
8,0.089,28.813,0,1.153
12,0.058,27.897,0,1.154
24,0.080,27.916,0,1.433
4,0.022,10.821,1,1.211
8,0.028,15.138,1,1.347
12,0.027,12.543,1,1.267
24,0.024,12.591,1,1.790
4,0.084,26.791,0,1.085
8,0.061,34.397,0,1.071
12,0.043,25.006,0,1.275
24,0.033,18.984,0,1.866
4,0.091,36.308,1,0.978
8,0.071,39.905,1,1.050
12,0.065,24.835,1,1.157
24,0.051,23.773,1,1.488
4,0.055,24.166,0,1.118
8,0.051,22.687,0,1.086
12,0.053,25.783,0,1.400
24,0.078,39.681,0,1.534
4,0.029,11.742,1,1.143
8,0.100,37.604,1,1.098
12,0.037,13.351,1,1.412
24,0.023,11.544,1,1.852
4,0.059,18.945,0,1.082
8,0.036,13.863,0,1.261
12,0.041,16.064,0,1.298
24,0.052,17.283,0,1.576
4,0.063,23.889,1,1.072
8,0.070,34.767,1,1.098
12,0.045,13.730,1,1.206
24,0.066,37.066,1,1.608
4,0.075,34.341,0,1.071
8,0.021,10.862,0,1.277
12,0.089,32.127,0,1.162
24,0.047,20.497,0,1.627
4,0.066,33.930,1,1.036
8,0.068,29.823,1,1.186
12,0.121,36.913,1,1.130
24,0.046,14.648,1,1.486
4,0.032,13.612,0,1.106
8,0.023,13.774,0,1.271
12,0.066,34.489,0,1.237
24,0.046,22.334,0,1.493
4,0.065,30.792,1,1.127
8,0.049,22.883,1,1.292
12,0.071,32.168,1,1.356
24,0.065,32.655,1,1.461
4,0.062,33.052,0,1.065
8,0.079,37.865,0,1.192
12,0.040,14.386,0,1.439
24,0.049,27.924,0,1.512
4,0.040,18.061,1,1.024
8,0.062,31.190,1,1.194
12,0.032,17.871,1,1.377
24,0.033,15.642,1,1.745
4,0.057,31.599,0,1.093
8,0.066,39.333,0,1.226
12,0.044,24.850,0,1.206
24,0.035,15.437,0,1.759
4,0.040,15.552,1,1.063
8,0.035,11.169,1,1.248
12,0.056,24.365,1,1.379
24,0.040,17.143,1,1.547
4,0.049,17.581,0,1.075
8,0.044,23.584,0,1.230
12,0.053,27.941,0,1.150
24,0.031,16.138,0,1.663
4,0.024,13.188,1,1.182
8,0.045,14.699,1,1.304
12,0.044,13.386,1,1.271
24,0.070,26.879,1,1.457
4,0.046,24.954,0,1.109
8,0.031,14.689,0,1.270
12,0.084,36.698,0,1.279
24,0.049,16.787,0,1.553
4,0.043,18.199,1,1.093
8,0.097,35.439,1,1.238
12,0.034,18.805,1,1.334
24,0.065,36.228,1,1.523
4,0.030,12.421,0,1.149
8,0.078,34.236,0,1.244
12,0.054,28.037,0,1.217
24,0.076,36.272,0,1.565
4,0.098,33.705,1,0.993
8,0.094,38.299,1,1.196
12,0.051,29.893,1,1.220
24,0.082,38.062,1,1.347
4,0.077,30.487,0,1.068
8,0.085,38.928,0,1.222
12,0.070,31.364,0,1.220
24,0.075,33.580,0,1.367
4,0.026,11.887,1,1.020
8,0.073,24.719,1,1.190
12,0.055,27.742,1,1.306
24,0.048,19.004,1,1.692
4,0.047,25.193,0,1.119
8,0.097,34.267,0,1.038
12,0.048,28.499,0,1.197
24,0.022,12.975,0,1.827
4,0.064,32.652,1,1.071
8,0.034,13.934,1,1.289
12,0.080,37.709,1,1.104
24,0.083,29.315,1,1.347
4,0.061,19.066,0,1.077
8,0.093,29.448,0,1.052
12,0.041,18.099,0,1.228
24,0.062,27.620,0,1.401
4,0.066,37.180,1,1.124
8,0.080,34.230,1,1.106
12,0.083,36.377,1,1.163
24,0.019,10.825,1,1.769
4,0.037,18.349,0,1.147
8,0.083,37.645,0,1.120
12,0.110,35.410,0,1.076
24,0.023,11.858,0,2.016
4,0.066,34.007,1,0.980
8,0.080,25.712,1,1.049
12,0.068,22.023,1,1.354
24,0.068,30.181,1,1.358
4,0.062,30.871,0,1.089
8,0.057,22.935,0,1.146
12,0.054,19.499,0,1.355
24,0.060,33.912,0,1.420
4,0.051,26.409,1,1.112
8,0.079,34.074,1,1.103
12,0.061,35.021,1,1.221
24,0.084,33.536,1,1.532
4,0.066,37.517,0,1.135
8,0.116,37.967,0,1.019
12,0.083,39.581,0,1.173
24,0.100,35.583,0,1.329
4,0.035,11.154,1,1.010
8,0.068,33.856,1,1.104
12,0.054,25.190,1,1.322
24,0.072,39.322,1,1.545
4,0.068,25.307,0,1.109
8,0.032,14.942,0,1.117
12,0.032,11.754,0,1.255
24,0.065,30.884,0,1.413
4,0.066,29.272,1,1.162
8,0.094,39.614,1,1.199
12,0.045,13.517,1,1.337
24,0.033,19.697,1,1.809
4,0.054,21.676,0,1.125
8,0.074,39.098,0,1.107
12,0.036,12.352,0,1.444
24,0.028,13.514,0,1.702
4,0.053,22.195,1,1.120
8,0.035,13.787,1,1.237
12,0.055,23.237,1,1.282
24,0.067,22.535,1,1.370
4,0.051,27.091,0,1.138
8,0.035,19.045,0,1.118
12,0.119,39.850,0,1.253
24,0.033,19.236,0,1.578
4,0.033,18.817,1,1.085
8,0.060,30.353,1,1.191
12,0.042,20.189,1,1.225
24,0.030,11.437,1,1.863
4,0.060,35.051,0,1.071
8,0.029,15.809,0,1.325
12,0.034,20.357,0,1.355
24,0.060,33.257,0,1.395
4,0.037,17.130,1,1.096
8,0.085,39.003,1,1.169
12,0.046,25.950,1,1.425
24,0.085,37.985,1,1.303
4,0.028,16.473,0,1.147
8,0.071,28.675,0,1.226
12,0.038,11.297,0,1.202
24,0.092,29.334,0,1.301
4,0.057,32.027,1,1.087
8,0.071,34.542,1,1.092
12,0.086,28.490,1,1.331
24,0.049,28.799,1,1.441
4,0.057,25.062,0,1.050
8,0.033,13.939,0,1.334
12,0.039,21.743,0,1.354
24,0.027,11.619,0,1.689
4,0.024,13.269,1,1.141
8,0.099,31.057,1,1.247
12,0.097,37.780,1,1.242
24,0.046,25.452,1,1.663
4,0.087,38.487,0,1.070
8,0.112,37.224,0,1.130
12,0.056,28.810,0,1.383
24,0.039,15.526,0,1.608
4,0.023,13.538,1,1.214
8,0.032,13.585,1,1.242
12,0.028,16.311,1,1.417
24,0.030,13.267,1,1.841
4,0.038,13.056,0,1.080
8,0.039,14.154,0,1.149
12,0.050,21.216,0,1.293
24,0.035,19.532,0,1.563
4,0.054,29.126,1,1.068
8,0.039,13.961,1,1.284
12,0.060,30.827,1,1.249
24,0.082,28.373,1,1.431
4,0.057,27.239,0,1.135
8,0.043,21.772,0,1.176
12,0.055,24.926,0,1.222
24,0.042,22.866,0,1.610
4,0.077,29.434,1,1.047
8,0.062,25.863,1,1.287
12,0.055,20.987,1,1.273
24,0.038,21.937,1,1.702
4,0.030,12.985,0,1.171
8,0.034,13.591,0,1.153
12,0.048,18.295,0,1.230
24,0.096,37.866,0,1.361
4,0.070,31.355,1,1.065
8,0.035,16.060,1,1.197
12,0.022,10.635,1,1.437
24,0.051,29.598,1,1.487
4,0.047,27.743,0,1.117
8,0.067,37.765,0,1.152
12,0.028,12.240,0,1.457
24,0.064,28.592,0,1.550
4,0.059,34.361,1,0.970
8,0.051,28.532,1,1.097
12,0.060,35.448,1,1.251
24,0.046,21.495,1,1.516
4,0.050,24.733,0,1.125
8,0.084,34.035,0,1.075
12,0.061,27.949,0,1.334
24,0.070,25.732,0,1.490
4,0.029,13.923,1,1.028
8,0.080,31.071,1,1.158
12,0.034,15.297,1,1.476
24,0.087,32.606,1,1.339
4,0.088,29.610,0,1.121
8,0.058,22.795,0,1.065
12,0.070,30.885,0,1.314
24,0.065,36.598,0,1.587
4,0.041,20.228,1,1.033
8,0.082,26.040,1,1.120
12,0.019,10.755,1,1.346
24,0.092,31.504,1,1.368
4,0.033,18.863,0,1.112
8,0.069,22.071,0,1.109
12,0.082,31.324,0,1.214
24,0.072,25.823,0,1.404
4,0.072,30.110,1,1.008
8,0.064,32.925,1,1.186
12,0.027,12.818,1,1.507
24,0.040,19.979,1,1.570
4,0.073,35.512,0,1.085
8,0.044,24.980,0,1.279
12,0.073,32.268,0,1.255
24,0.032,10.354,0,1.589
4,0.091,29.253,1,1.150
8,0.020,10.018,1,1.251
12,0.037,11.411,1,1.264
24,0.089,28.332,1,1.487
4,0.110,39.274,0,1.108
8,0.054,31.841,0,1.221
12,0.100,30.231,0,1.098
24,0.068,30.278,0,1.478
4,0.051,20.867,1,1.163
8,0.041,16.966,1,1.146
12,0.060,33.664,1,1.373
24,0.054,29.702,1,1.531
4,0.061,36.385,0,1.069
8,0.105,36.697,0,1.123
12,0.028,11.278,0,1.318
24,0.055,30.966,0,1.417
4,0.035,20.041,1,1.082
8,0.053,23.118,1,1.181
12,0.072,30.545,1,1.351
24,0.050,22.461,1,1.439
4,0.028,15.361,0,1.137
8,0.067,35.108,0,1.222
12,0.035,13.804,0,1.229
24,0.021,12.267,0,1.871
4,0.033,14.222,1,1.205
8,0.093,39.496,1,1.132
12,0.031,16.366,1,1.318
24,0.054,27.408,1,1.407
4,0.048,21.242,0,1.096
8,0.098,35.041,0,1.135
12,0.032,10.302,0,1.307
24,0.070,33.649,0,1.480
4,0.032,13.823,1,1.103
8,0.052,26.574,1,1.076
12,0.063,33.680,1,1.241
24,0.021,11.755,1,1.753
4,0.068,34.288,0,1.061
8,0.082,35.749,0,1.197
12,0.065,28.311,0,1.183
24,0.059,34.821,0,1.564
4,0.116,36.184,1,1.073
8,0.020,10.276,1,1.389
12,0.031,14.754,1,1.400
24,0.086,38.534,1,1.530
4,0.070,29.622,0,1.068
8,0.068,20.985,0,1.111
12,0.041,22.299,0,1.364
24,0.035,20.616,0,1.792
4,0.039,14.166,1,1.092
8,0.062,35.558,1,1.104
12,0.050,22.405,1,1.224
24,0.065,35.351,1,1.441
4,0.085,36.673,0,1.033
8,0.050,17.201,0,1.116
12,0.068,39.821,0,1.157
24,0.050,20.866,0,1.689
4,0.045,19.312,1,1.042
8,0.056,17.879,1,1.222
12,0.056,29.326,1,1.202
24,0.025,11.503,1,1.707
4,0.083,32.241,0,1.086
8,0.068,22.404,0,1.189
12,0.047,18.682,0,1.276
24,0.028,15.469,0,1.723
4,0.042,17.557,1,1.159
8,0.064,38.130,1,1.280
12,0.068,22.387,1,1.211
24,0.060,33.389,1,1.503
4,0.082,36.372,0,1.063
8,0.025,14.019,0,1.342
12,0.035,19.516,0,1.355
24,0.051,18.419,0,1.652
4,0.065,23.012,1,1.061
8,0.080,24.577,1,1.057
12,0.061,25.104,1,1.257
24,0.063,36.454,1,1.659
4,0.075,32.710,0,1.037
8,0.025,11.514,0,1.158
12,0.048,23.441,0,1.399
24,0.065,22.662,0,1.565
4,0.040,22.372,1,1.166
8,0.100,31.230,1,1.096
12,0.037,17.048,1,1.289
24,0.051,23.905,1,1.575
4,0.043,21.357,0,1.154
8,0.048,27.253,0,1.086
12,0.110,34.752,0,1.160
24,0.040,18.312,0,1.776
4,0.087,30.553,1,1.036
8,0.021,12.057,1,1.386
12,0.064,37.225,1,1.180
24,0.037,16.667,1,1.771
4,0.052,29.817,0,1.071
8,0.027,14.608,0,1.270
12,0.053,23.777,0,1.360
24,0.132,39.924,0,1.271
4,0.055,21.809,1,1.111
8,0.032,17.427,1,1.294
12,0.079,38.605,1,1.244
24,0.061,34.191,1,1.434
4,0.062,28.882,0,1.118
8,0.055,20.833,0,1.215
12,0.054,26.858,0,1.383
24,0.033,13.102,0,1.534
4,0.061,21.916,1,1.116
8,0.099,32.708,1,1.231
12,0.044,23.744,1,1.329
24,0.076,31.887,1,1.476
4,0.075,28.831,0,1.110
8,0.083,26.786,0,1.040
12,0.077,36.920,0,1.130
24,0.077,38.639,0,1.335
4,0.116,36.490,1,1.153
8,0.069,33.888,1,1.095
12,0.022,12.335,1,1.514
24,0.050,18.074,1,1.672
4,0.067,32.308,0,1.047
8,0.080,36.944,0,1.088
12,0.052,29.441,0,1.269
24,0.078,38.638,0,1.318
4,0.022,12.907,1,1.027
8,0.032,15.383,1,1.275
12,0.057,25.204,1,1.373
24,0.062,18.741,1,1.507
4,0.076,27.234,0,1.050
8,0.025,10.895,0,1.198
12,0.079,36.181,0,1.162
24,0.037,13.919,0,1.633
4,0.047,17.692,1,1.158
8,0.042,23.698,1,1.169
12,0.042,18.183,1,1.387
24,0.042,23.808,1,1.494
4,0.060,33.980,0,1.111
8,0.043,21.730,0,1.143
12,0.066,25.147,0,1.265
24,0.082,39.440,0,1.340
4,0.092,31.632,1,1.068
8,0.032,12.203,1,1.322
12,0.023,11.595,1,1.316
24,0.086,39.404,1,1.449
4,0.088,27.615,0,1.061
8,0.033,14.541,0,1.263
12,0.023,10.035,0,1.334
24,0.059,23.108,0,1.433
4,0.023,11.841,1,1.105
8,0.044,17.148,1,1.205
12,0.029,16.284,1,1.242
24,0.044,22.356,1,1.693
4,0.035,13.293,0,1.168
8,0.094,34.732,0,1.063
12,0.080,29.921,0,1.137
24,0.041,22.024,0,1.482
4,0.052,27.618,1,1.178
8,0.037,14.645,1,1.179
12,0.025,12.900,1,1.301
24,0.078,39.438,1,1.596
4,0.090,34.908,0,1.112
8,0.023,11.797,0,1.225
12,0.063,18.927,0,1.313
24,0.038,13.902,0,1.657
4,0.035,16.223,1,1.085
8,0.102,37.141,1,1.076
12,0.050,28.634,1,1.323
24,0.081,35.267,1,1.393
4,0.028,13.233,0,1.091
8,0.028,13.186,0,1.228
12,0.054,28.135,0,1.186
24,0.111,36.043,0,1.499
4,0.062,20.170,1,0.996
8,0.096,31.194,1,1.169
12,0.065,24.303,1,1.219
24,0.112,35.799,1,1.339
4,0.035,19.162,0,1.082
8,0.072,34.464,0,1.117
12,0.083,29.472,0,1.330
24,0.041,16.332,0,1.621
4,0.058,23.644,1,1.112
8,0.087,36.297,1,1.244
12,0.074,37.841,1,1.334
24,0.046,14.568,1,1.637
4,0.023,10.104,0,1.100
8,0.053,17.341,0,1.085
12,0.072,37.378,0,1.141
24,0.041,15.742,0,1.506
4,0.046,20.122,1,1.024
8,0.040,22.872,1,1.111
12,0.063,36.384,1,1.243
24,0.055,29.264,1,1.429
4,0.062,22.985,0,1.034
8,0.038,15.325,0,1.299
12,0.071,30.831,0,1.305
24,0.036,15.994,0,1.563
4,0.070,32.800,1,1.146
8,0.036,16.854,1,1.308
12,0.036,11.590,1,1.439
24,0.105,38.480,1,1.465
4,0.040,20.459,0,1.095
8,0.046,22.226,0,1.085
12,0.094,31.906,0,1.112
24,0.029,14.098,0,1.586
4,0.055,32.132,1,1.162
8,0.062,37.249,1,1.141
12,0.104,37.782,1,1.304
24,0.033,10.018,1,1.672
4,0.091,31.273,0,1.046
8,0.046,27.392,0,1.241
12,0.030,12.413,0,1.297
24,0.078,28.939,0,1.600
4,0.057,32.147,1,1.074
8,0.097,36.231,1,1.077
12,0.074,38.026,1,1.334
24,0.050,28.605,1,1.641
4,0.078,33.979,0,1.107
8,0.038,13.237,0,1.145
12,0.034,18.155,0,1.244
24,0.051,23.868,0,1.535
4,0.041,23.868,1,1.126
8,0.066,24.997,1,1.117
12,0.064,23.733,1,1.285
24,0.064,25.500,1,1.612
4,0.065,30.070,0,1.093
8,0.019,10.759,0,1.181
12,0.037,21.291,0,1.340
24,0.106,39.487,0,1.340
4,0.048,23.054,1,1.051
8,0.061,33.103,1,1.096
12,0.040,17.859,1,1.215
24,0.044,21.433,1,1.523
4,0.027,14.441,0,1.127
8,0.074,38.424,0,1.147
12,0.032,11.357,0,1.228
24,0.089,29.712,0,1.429
4,0.025,14.488,1,1.175
8,0.065,32.229,1,1.108
12,0.034,16.907,1,1.341
24,0.071,22.313,1,1.530
4,0.097,39.806,0,1.024
8,0.061,29.805,0,1.130
12,0.030,18.136,0,1.431
24,0.065,27.314,0,1.557
4,0.080,36.610,1,1.165
8,0.070,39.507,1,1.188
12,0.031,15.667,1,1.368
24,0.057,31.338,1,1.484
4,0.097,35.742,0,1.101
8,0.031,11.187,0,1.235
12,0.070,34.426,0,1.349
24,0.057,24.796,0,1.582
4,0.057,21.885,1,0.996
8,0.043,20.695,1,1.208
12,0.059,26.374,1,1.239
24,0.019,10.313,1,1.898
4,0.034,19.945,0,1.145
8,0.052,26.981,0,1.277
12,0.077,32.849,0,1.119
24,0.040,16.788,0,1.498
4,0.021,10.792,1,1.246
8,0.024,12.059,1,1.212
12,0.079,35.317,1,1.244
24,0.021,11.086,1,1.702
4,0.038,20.131,0,1.113
8,0.055,31.758,0,1.197
12,0.058,33.613,0,1.236
24,0.057,22.293,0,1.640
4,0.086,31.146,1,0.991
8,0.095,33.926,1,1.038
12,0.046,26.065,1,1.255
24,0.041,18.688,1,1.772
4,0.035,17.526,0,1.109
8,0.063,34.034,0,1.173
12,0.051,27.488,0,1.205
24,0.052,29.697,0,1.599
4,0.119,37.275,1,1.131
8,0.036,17.037,1,1.226
12,0.099,30.482,1,1.265
24,0.059,28.980,1,1.635
4,0.033,18.549,0,1.081
8,0.043,22.911,0,1.271
12,0.028,15.353,0,1.430
24,0.127,38.033,0,1.384
4,0.048,21.767,1,1.064
8,0.038,15.486,1,1.281
12,0.034,10.341,1,1.290
24,0.068,21.880,1,1.375
4,0.072,35.946,0,1.097
8,0.043,17.235,0,1.241
12,0.052,16.405,0,1.268
24,0.030,16.068,0,1.708
4,0.119,38.157,1,1.001
8,0.050,28.666,1,1.128
12,0.028,14.634,1,1.409
24,0.028,11.975,1,1.889
4,0.030,12.436,0,1.069
8,0.062,24.955,0,1.280
12,0.039,17.014,0,1.317
24,0.066,37.325,0,1.447
4,0.046,20.819,1,1.160
8,0.034,15.386,1,1.236
12,0.038,21.424,1,1.248
24,0.045,23.445,1,1.609
4,0.051,26.569,0,1.125
8,0.072,34.237,0,1.239
12,0.064,37.073,0,1.216
24,0.054,31.864,0,1.536
4,0.023,11.393,1,1.120
8,0.031,15.754,1,1.284
12,0.031,11.046,1,1.372
24,0.055,21.718,1,1.405
4,0.080,35.921,0,1.037
8,0.068,26.768,0,1.236
12,0.067,36.876,0,1.370
24,0.045,27.023,0,1.639
4,0.036,20.176,1,1.014
8,0.062,22.528,1,1.070
12,0.035,10.984,1,1.412
24,0.060,27.411,1,1.674
4,0.064,26.518,0,1.052
8,0.039,17.971,0,1.215
12,0.050,25.453,0,1.252
24,0.027,13.636,0,1.678
4,0.049,25.896,1,1.094
8,0.033,10.520,1,1.213
12,0.051,29.868,1,1.211
24,0.078,37.577,1,1.403
4,0.071,28.577,0,1.105
8,0.050,22.799,0,1.273
12,0.033,11.660,0,1.374
24,0.064,26.786,0,1.375
4,0.057,28.579,1,1.168
8,0.066,39.334,1,1.240
12,0.048,26.852,1,1.392
24,0.066,22.795,1,1.477
4,0.054,19.991,0,1.068
8,0.041,18.666,0,1.097
12,0.027,10.714,0,1.471
24,0.069,36.694,0,1.510
4,0.063,35.876,1,0.996
8,0.057,21.494,1,1.072
12,0.091,39.329,1,1.173
24,0.086,39.087,1,1.460
4,0.032,14.653,0,1.079
8,0.050,24.898,0,1.181
12,0.030,17.902,0,1.393
24,0.079,39.485,0,1.422
4,0.030,13.163,1,1.218
8,0.062,27.995,1,1.208
12,0.102,38.188,1,1.153
24,0.023,10.611,1,2.008
4,0.053,29.190,0,1.118
8,0.036,15.564,0,1.302
12,0.041,22.606,0,1.309
24,0.075,35.609,0,1.564
4,0.032,15.698,1,1.088
8,0.064,26.368,1,1.264
12,0.047,14.379,1,1.377
24,0.022,11.957,1,1.850
4,0.044,22.606,0,1.096
8,0.026,10.020,0,1.387
12,0.038,14.011,0,1.255
24,0.034,19.738,0,1.568
4,0.069,31.888,1,0.972
8,0.046,26.573,1,1.131
12,0.048,24.412,1,1.383
24,0.052,28.440,1,1.561
4,0.036,14.939,0,1.137
8,0.090,27.722,0,1.083
12,0.030,13.594,0,1.404
24,0.031,17.746,0,1.711
4,0.103,31.741,1,0.962
8,0.019,10.658,1,1.415
12,0.034,10.704,1,1.367
24,0.082,35.025,1,1.397
4,0.110,34.717,0,1.063
8,0.060,22.626,0,1.284
12,0.055,17.553,0,1.375
24,0.068,39.742,0,1.458
4,0.069,28.140,1,1.111
8,0.046,20.588,1,1.213
12,0.092,29.666,1,1.304
24,0.059,19.566,1,1.455
4,0.056,28.048,0,1.129
8,0.058,33.132,0,1.277
12,0.076,32.047,0,1.119
24,0.027,11.528,0,1.709
4,0.073,39.660,1,1.017
8,0.102,35.633,1,1.053
12,0.069,34.188,1,1.146
24,0.018,10.546,1,1.987
4,0.064,22.755,0,1.117
8,0.085,36.629,0,1.209
12,0.045,24.336,0,1.199
24,0.103,31.225,0,1.461
4,0.046,19.074,1,1.106
8,0.031,13.680,1,1.157
12,0.021,10.525,1,1.419
24,0.032,16.516,1,1.799
4,0.044,17.459,0,1.058
8,0.029,13.020,0,1.316
12,0.057,28.260,0,1.392
24,0.080,34.382,0,1.461
4,0.046,25.228,1,0.991
8,0.059,23.327,1,1.205
12,0.039,15.376,1,1.354
24,0.103,39.413,1,1.343
4,0.068,36.680,0,1.048
8,0.091,36.307,0,1.152
12,0.036,20.117,0,1.334
24,0.049,26.752,0,1.459
4,0.063,25.184,1,0.990
8,0.065,35.520,1,1.185
12,0.087,36.363,1,1.205
24,0.036,15.540,1,1.832
4,0.039,13.136,0,1.100
8,0.079,32.786,0,1.060
12,0.108,39.395,0,1.284
24,0.082,30.826,0,1.434
4,0.035,17.458,1,1.193
8,0.050,16.819,1,1.310
12,0.084,26.552,1,1.310
24,0.055,22.966,1,1.657
4,0.059,18.462,0,1.036
8,0.060,24.674,0,1.177
12,0.026,14.778,0,1.401
24,0.070,35.474,0,1.381
4,0.074,28.814,1,1.075
8,0.086,31.167,1,1.075
12,0.118,37.197,1,1.273
24,0.033,12.003,1,1.616
4,0.039,13.441,0,1.079
8,0.035,15.389,0,1.261
12,0.062,28.808,0,1.282
24,0.046,18.783,0,1.654
4,0.024,11.703,1,1.103
8,0.039,14.446,1,1.125
12,0.029,10.804,1,1.495
24,0.080,35.731,1,1.576
4,0.043,24.480,0,1.069
8,0.064,22.293,0,1.182
12,0.056,21.227,0,1.251
24,0.050,24.061,0,1.419
4,0.056,21.501,1,1.010
8,0.042,20.284,1,1.200
12,0.079,35.910,1,1.236
24,0.083,31.307,1,1.539
4,0.071,34.563,0,1.036
8,0.037,20.018,0,1.116
12,0.067,38.252,0,1.196
24,0.023,13.761,0,1.863
4,0.070,23.155,1,1.016
8,0.024,12.443,1,1.282
12,0.092,38.601,1,1.172
24,0.054,20.981,1,1.433
4,0.067,39.995,0,1.080
8,0.070,26.636,0,1.054
12,0.052,25.896,0,1.397
24,0.048,26.435,0,1.427
4,0.083,38.672,1,1.107
8,0.075,34.476,1,1.245
12,0.046,22.849,1,1.193
24,0.031,16.699,1,1.890
4,0.030,15.446,0,1.166
8,0.057,30.917,0,1.080
12,0.066,35.059,0,1.188
24,0.044,19.349,0,1.549
4,0.035,17.390,1,1.185
8,0.025,12.261,1,1.273
12,0.040,14.265,1,1.373
24,0.025,13.323,1,1.706
4,0.048,22.948,0,1.049
8,0.063,30.838,0,1.166
12,0.051,21.095,0,1.228
24,0.073,37.597,0,1.490
4,0.107,36.796,1,0.980
8,0.063,21.968,1,1.230
12,0.025,11.157,1,1.482
24,0.077,37.848,1,1.510
4,0.023,10.665,0,1.179
8,0.041,23.062,0,1.322
12,0.034,17.376,0,1.244
24,0.047,20.282,0,1.578
4,0.082,27.780,1,1.026
8,0.048,16.794,1,1.139
12,0.046,22.870,1,1.396
24,0.058,22.882,1,1.677
4,0.073,36.958,0,1.041
8,0.037,18.579,0,1.251
12,0.056,21.456,0,1.148
24,0.070,26.395,0,1.424
4,0.079,24.273,1,0.960
8,0.065,30.549,1,1.196
12,0.069,34.258,1,1.269
